,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
118,118,whole wheat bread natures own,50,1,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,119,high protein bread dr zaks,152,3,0.5,15.3,2.5,15.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3
120,120,wheat bread,79,1.3,0.2,0.2,0.5,13.8,1.7,3.1,1.2,0,0.1,10.2,0.039,0,0.1,0.054,0,0.09,1.6,0.2,0.062,0.026,0,0.024,0.026,36.3,0.066,1,11.9,0.3,37.4,40.9,0.039,19.619
121,121,egg bread toasted,117,2.4,0.6,1.1,0.4,19.5,0.7,3.9,0.9,20.7,0.2,10.5,0.096,0.1,0.066,0.091,0.2,1.8,0.05,0.004,0,0.001,0.1,0.063,37.7,0.005,1.2,7.8,0.2,43.3,46.6,0.046,0.3,65.618
122,122,butter toastbrot ja,66,0.9,0.6,12,0.8,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
123,123,vienna bread toasted,93,0.6,0.1,0.1,0.2,18,1,3.8,0.9,0,0.2,6,0,0.1,0.037,0,0.1,1.6,0.2,0.007,0.095,0,0.011,0.063,13.6,0.075,1.1,9,0.2,36.5,40.6,0.082,0.3,38.073
124,124,vienna bread,92,0.6,0.2,0.1,0.3,18.1,0.8,3.8,0.8,0,0.2,8.9,0,0.1,0.08,0,0.081,1.5,0.1,0.062,0.095,0,0.007,0.076,14.1,0.018,1.2,9,0.2,36.5,41,0.057,0.3,38.633
125,125,protein bread,47,0.4,0.009,0.091,0.2,8.3,0.3,2.3,0.6,0,0.008,7.6,0,0,0.043,0,0.083,0.8,0,0.025,0,0,0.003,0.007,23.6,0.091,0.8,12.4,0.3,35.2,61.2,0.085,0.3,36
126,126,banana bread,186,6,1.3,2.6,1.8,31.1,0,2.5,0.6,24.5,0.2,16.6,0.068,0.078,0.073,0.035,0.1,0.8,0.2,0.037,1,0,0,0,12,0.004,0.8,8,0.1,33.1,76.4,0.096,0.2,54.061
127,127,rice bran bread,66,1.2,0.2,0.4,0.5,11.7,1.3,2.4,1.3,0,0.081,11.1,0,0.2,0.063,0,0.051,1.8,0.2,0.092,0,0,0.2,0.019,18.6,0.039,1,21.6,0.4,48.1,58.1,0.061,0.4,36.2
128,128,white fibre wonder bread,95,1,0.2,0.2,0.5,18,2,3.5,1.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
129,129,focaccia,142,4.5,0.5,3.2,0.6,20.4,1,5,1,0,0.3,26.2,0,0.3,0.038,0,0.2,2.1,0.4,0.01,0,0,0.8,0.014,20,0.073,1.8,11.4,0.2,73,65,0.016,0.8,52.7
130,130,oat bran bread toasted,70,1.3,0.2,0.5,0.5,11.8,2.3,3.1,1.3,0,0.1,10.4,0.07,0.1,0.035,0,0.046,1.3,0.079,0.023,0,0,0.1,0.084,19.2,0.049,0.9,9.2,0.2,31.3,33.2,0.08,0.3,37.631
131,131,rye bread,83,1.1,0.2,0.4,0.3,15.5,1.2,2.7,1.9,0,0.2,11.9,0,0.1,0.037,0,0.1,1.2,0.1,0.098,0.1,0,0.1,0.063,23.4,0.005,0.9,12.8,0.3,40,53.1,0.088,0.4,45.6
132,132,wheat germ bread,73,0.8,0.2,0.4,0.2,13.5,1,2.7,0.6,0,0.2,10.4,0,0.1,0.059,0.072,0.1,1.3,0.1,0.086,0.033,0,0.1,0.09,24.9,0.057,1,7.8,0.2,33.9,71.1,0.085,0.3,43.598
133,133,protein bread toasted,46,0.4,0.059,0.082,0.2,8.2,0.2,2.2,0.6,0,0.049,5.8,0,0.036,0.023,0,0.067,0.7,0.03,0.06,0,0,0.069,0.025,23.1,0.045,0.8,9.5,0.1,32.1,58.8,0.015,0.2,35.3
134,134,oatmeal bread,73,1.2,0.2,0.4,0.5,13.1,2.2,2.3,1.1,0,0.1,9.9,0.083,0.1,0.064,0,0.025,0.8,0.009,0.026,0,0,0.1,0.058,17.8,0.091,0.7,10,0.3,34,38.3,0.005,0.3,36.227
135,135,arepa,215,5.3,2.8,1.5,1,36.4,0.9,5.4,2.5,4.9,0.3,49.8,0.011,0.021,0,0,0.05,0.9,0.2,0.1,0,0,0.3,0.041,87.2,0.09,1,26.5,0.1,114.7,86.2,0.04,0.8,137.897
136,136,raisin bread toasted,86,1.4,0.3,0.7,0.2,16.5,1.8,2.5,1.4,0,0.1,8.1,0,0.027,0.077,0,0.1,1,0.001,0.065,0.1,0,0.013,0.089,20.9,0.099,0.9,8.1,0.2,34.2,71.3,0.013,0.2,43.7
137,137,cracked wheat bread,74,1.1,0.3,0.5,0.2,14,0,2.5,1.6,0,0.2,10.1,0,0.1,0.011,0,0.042,1,0.1,0.08,0,0,0,0,12.2,0.074,0.8,14.7,0.4,43.3,50.1,0.055,0.4,32.2
138,138,garlic bread,151,7.1,2.3,2,2.3,17.9,1.6,3.6,1.1,0,0.2,13.7,0.067,0.2,0.034,0.052,0.037,1.8,0.3,0.04,0.095,0.058,0.5,0.012,11.6,0.079,1.3,9.9,0.2,37.4,44.3,0.052,0.4,42.646
139,139,rye bread toasted,82,1,0.2,0.4,0.3,15.4,1.2,2.7,1.9,0,0.2,9,0,0.1,0.039,0,0.019,1.1,0.009,0.076,0.047,0,0.1,0.048,23.2,0.099,0.9,12.5,0.3,40,53.1,0.072,0.4,45.128
140,140,whole wheat bread,128,2.5,0.4,0.5,1.4,23.6,1.8,3.9,2.8,0,0.2,15,0,0.1,0.084,0,0.1,1.8,0.2,0.043,0,0,0.3,0.007,15.2,0.1,1.4,37.3,0.9,86,144.4,0.078,0.7,49.4
141,141,whole wheat bread toasted,128,2.5,0.4,0.5,1.4,23.7,1.8,3.9,2.8,0,0.2,10.9,0,0.1,0.012,0,0.03,1.7,0.1,0.049,0,0,0.4,0.048,15.1,0.1,1.4,37.4,0.9,86.1,144.9,0.015,0.7,49.4
142,142,pan dulce bread,231,7.3,1.4,2.2,1,35.5,7.9,5.9,1.4,18.9,0.1,13.6,0.048,0.2,0.038,0.082,0.1,2.2,0.4,0.058,0.8,0,0.2,0.049,54.2,0.045,1.8,15.1,0.3,59.2,64.9,0.014,0.5,106.92
143,143,rice bran bread toasted,66,1.3,0.2,0.4,0.5,11.8,1.3,2.4,1.3,0,0.026,9,0,0.1,0.064,0,0,1.7,0.015,0.073,0,0,0.2,0.064,18.8,0.022,1,19,0.4,43.5,53,0.041,0.3,36.6
144,144,pita bread whole wheat,74,0.7,0.1,0.053,0.3,15.4,0.2,2.7,2.1,0,0.1,8.6,0,0.083,0.068,0,0.073,0.8,0.2,0.028,0,0,0.2,0.076,4.2,0.016,0.9,19.3,0.5,50.4,47.6,0.046,0.4,26
145,145,wheat germ bread toasted,73,0.8,0.2,0.4,0.2,13.6,1,2.7,0.6,0.3,0.2,7.3,0,0.011,0.084,0.063,0.022,1.1,0.063,0.076,0.03,0,0.1,0.092,25,0.059,1,9.5,0.3,43.8,71.3,0.008,0.4,43.706
146,146,pumpernickel bread,65,0.8,0.1,0.2,0.3,12.4,0.1,2.3,1.7,0,0.2,9.9,0,0.034,0.06,0,0.094,0.8,0.1,0.065,0,0,0.1,0.001,17.7,0.008,0.7,14,0.3,46.3,54.1,0.061,0.4,35.6
147,147,frybread,502,18.6,7,6.7,1.6,73.4,3.1,10.2,0,10.6,0.5,48,0,0.7,0.2,0,0.3,7,0.2,0.092,0,0,0,0.058,86.6,0.1,6.1,27.4,0.5,187,117,0.094,0.5,194.9
148,148,white bread toasted,83,1.1,0.2,0.2,0.6,15.4,1.3,2.5,0.7,0.3,0.2,8.6,0,0.1,0.005,0,0.07,1.1,0.01,0.077,0,0,0.014,0.094,33.7,0.03,0.9,7.4,0.1,29.1,37.1,0.011,0.2,54.3
149,149,piki bread,109,2,0.2,0.5,0.5,20.2,0.4,2.5,2.6,0,0.028,2.5,0,0.023,0,0,0.093,0.8,0.2,0.2,0,0,0.2,0.078,51.5,0.04,1.7,50.7,0.5,104.7,169.1,0.019,1.1,80.5
150,150,wheat bread toasted,75,1,0.2,0.2,0.4,13.4,1.5,3.1,1.1,0,0.1,5.8,0,0.1,0.048,0,0.045,1.5,0.1,0.068,0.008,0,0.087,0.086,39.6,0.015,1,14.2,0.3,45.1,53.5,0.079,0.4,59.243
151,151,pita bread,165,0.7,0.091,0.038,0.3,33.4,0.8,5.5,1.3,0,0.3,19.3,0,0.4,0.012,0,0.2,2.8,0.2,0.095,0,0,0.2,0.001,51.6,0.1,1.6,15.6,0.3,58.2,72,0.082,0.5,94.1
152,152,potato bread,85,1,0,0,0,15.1,3,4,2,0,0.1,10.7,0,0.016,0.059,0.037,0.012,0.077,0.4,0.3,0.084,0,0.024,0.2,0.072,60.2,0.072,0.7,9,0.074,118.1,229.8,0.051,22.272
153,153,egg bread,115,2.4,0.6,0.9,0.4,19.1,0.7,3.8,0.9,20.4,0.2,13.9,0.095,0.2,0.066,0.009,0.2,1.9,0.1,0.006,0,0.087,0.1,0.078,37.2,0.084,1.2,7.6,0.2,42.4,46,0.077,0.3,64.622
154,154,oatmeal bread toasted,73,1.2,0.2,0.4,0.5,13.2,2.2,2.3,1.1,0,0.1,7.8,0.043,0.011,0.079,0,0.086,0.8,0.026,0.038,0.004,0,0.1,0.023,18,0.083,0.7,10.3,0.3,34.3,38.5,0.043,0.3,36.622
155,155,cheese bread,196,10,3,2.1,4.4,21.5,1,5,1,4.8,0.4,10.1,0.007,0.2,0.007,0.014,0.1,1.6,0.2,0.08,0,0.056,0.7,0.035,43.2,0.096,1.2,8.2,0.2,57.6,40.3,0.08,0.5,81.937
156,156,pumpernickel bread toasted,80,1,0.1,0.3,0.4,15.1,0.2,2.8,2.1,0,0.2,9.2,0,0.047,0.085,0,0.062,0.9,0.05,0.015,0,0,0.1,0.044,21.5,0.025,0.9,17.4,0.4,56.6,66.1,0.033,0.5,43.4
157,157,raisin bread,88,1.4,0.3,0.7,0.2,16.7,1.8,2.5,1.4,0,0.1,10.8,0,0.1,0.037,0,0.1,1.1,0.1,0.003,0.052,0,0.05,0.032,21.1,0.032,0.9,8.3,0.2,34.9,72.6,0.096,0.2,44.09
158,158,pumpernickel roll,77,0.8,0.1,0.2,0.3,14.8,0.1,3,1.5,0,0.1,9,0,0.1,0.027,0,0.018,0.8,0.2,0.028,0,0,0.2,0.054,18.8,0.067,0.8,15.1,0.5,47.9,58.2,0.069,0.4,39.7
159,159,cinnamon raisin bagel,71,0.4,0.054,0.079,0.2,14.4,1.6,2.5,0.6,0,0.047,8.3,0.098,0.08,0.03,0,0.05,0.8,0.1,0.045,0.2,0,0.022,0.081,4.9,0.073,1,7.3,0.2,26,38.5,0.026,0.3,24.016
160,160,english muffin,127,1.1,0.2,0.2,0.5,25.5,0.9,5,2.6,0,0.2,24.1,0,0.2,0.054,0,0.2,1.9,0.2,0.018,0,0,0.3,0.094,101.5,0.04,1.6,21.1,0.3,61,106,0.018,0.6,137.3
161,161,rye dinner roll,123,1.5,0.3,0.5,0.3,22.8,0.5,4.4,2.1,0,0.3,12.9,0,0.2,0.008,0,0.1,1.7,0.2,0.015,0,0,0.1,0.028,12.9,0.029,1.2,23.2,0.3,68.4,77.4,0.029,0.4,44.9
162,162,english muffin whole wheat,134,1.4,0.2,0.3,0.6,26.7,5.3,5.8,4.4,0,0.2,30.2,0,0.2,0.091,0,0.003,2.3,0.5,0.1,0,0,0.3,0.078,174.9,0.1,1.6,46.9,1.2,186.1,138.6,0.029,1.1,214.8
163,163,dinner roll whole wheat,74,1.3,0.2,0.3,0.6,14.3,2.4,2.4,2.1,0,0.1,9.3,0,0.001,0.032,0,0.032,1,0.1,0.07,0,0,0.3,0.085,29.7,0.05,0.7,23.8,0.6,62.7,76.2,0.091,0.6,50.5
164,164,dinner roll,76,1.8,0.4,0.9,0.3,12.9,0.5,2.4,1.1,0,0.1,10.4,0,0.1,0.059,0,0.071,1.1,0.1,0.072,0,0,0.1,0.074,49.3,0.032,1,10.1,0.3,29.1,32.2,0.097,0.3,68.5
165,165,hotdog roll,117,1.6,0.4,0.3,0.7,21.1,3.1,4.1,0.8,0,0.2,14.4,0.004,0.007,0.2,0.095,0.03,0.1,1.8,0,0.048,0.5,0,0.1,0.008,60.5,0.095,1.4,9.7,0.2,42.4,51.2,0.087,27.796
166,166,bagel,245,1.5,0,0.3,0.9,47.9,6,10,4,0,0.4,36.8,0,0,0.4,0.068,0,0.2,3.3,0.4,0.1,0,0,0.3,0.019,19.6,0.2,2.7,50,1.4,139.2,161.7,0.099,63.783
167,167,oat bran bagel,176,0.8,0.1,0.2,0.3,36.8,1.1,7.4,2.5,0,0.4,22.7,0.031,0.2,0.053,0,0.2,2,0.3,0.005,0.1,0,0.2,0.014,8.3,0.1,2.1,21.4,0.6,75.9,79.4,0.087,0.6,58.051
168,168,pain au chocolat de la boulangerie,235,12,27.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
169,169,egg bagel,72,0.5,0.1,0.1,0.2,13.8,0,2.8,0.6,6.2,0.1,8.5,0.012,0.1,0.016,0.064,0.064,0.9,0.2,0.053,0.2,0,0,0,3.4,0.09,1,6.5,0.1,21.8,17.7,0.088,0.2,22.349
170,170,english muffin toasted,140,1.1,0.3,0.2,0.5,27.4,1.8,5.4,1.5,0,0.2,17.1,0,0.3,0.041,0.074,0.1,2.6,0.2,0.051,0.9,0,0.2,0.002,102.4,0.051,2.4,14.6,0.3,55.6,67.1,0.057,0.7,141.1
171,171,english muffin whole wheat toasted,135,1.4,0.2,0.3,0.6,26.9,5.4,5.9,4.5,0,0.2,25,0,0.2,0.089,0,0.045,2,0.3,0.024,0,0,0.3,0.047,175.7,0.1,1.6,47,1.2,187.3,139.1,0.099,1.1,216
172,172,biscuit,357,16.5,4.4,7,4.2,45,2.2,7.1,1.5,3,0.6,29.2,0,0.4,0.006,0.011,0.3,3,0.3,0.06,0.2,0,0,0,237.4,0.048,2.9,18.2,0.4,165.6,122.2,0.003,0.5,310.6
173,173,french roll,105,1.6,0.4,0.7,0.3,19.1,0.1,3.3,1.2,0,0.2,13.2,0,0.2,0.07,0,0.1,1.7,0.2,0.087,0,0,0.1,0.088,34.6,0.048,1,7.6,0.2,31.9,43.3,0.067,0.3,60.8
174,174,oat bran dinner roll,78,1.5,0.2,0.5,0.5,13.3,2.2,3.1,1.4,0,0.1,14.5,0,0.1,0.076,0,0.082,1.6,0.1,0.021,0,0,0.2,0.045,28.1,0.004,1.4,10.9,0.2,38,39.9,0.067,0.3,48.8
175,175,pecan shortbread cookies,76,4.6,1.1,2.6,0.6,8.2,0,0.7,0.3,4.6,0.002,0.5,0.078,0.034,0.016,0,0.1,0.3,0.077,0.065,0,0,0,0,4.2,0.084,0.3,2.5,0.052,11.9,10.2,0.002,0.1,18.349
176,176,oatmeal cookies,113,4.5,1.1,2.5,0.6,17.2,6.2,1.6,0.7,0,0.1,1.4,0.001,0.003,0.051,0,0.044,0.6,0.076,0.059,0.1,0,0.046,0.07,9.3,0.029,0.6,8.3,0.2,34.5,35.5,0.044,0.2,34.069
177,177,chocolate wafers,485,15.9,4.7,5.4,4.7,81.1,33.2,7.4,3.8,2.2,0.8,5,0.089,0.2,0.038,0.037,0.3,3.2,0.4,0.071,0,0,0.8,0.039,34.7,0.5,4.5,59.4,0.8,147.8,235.2,0.048,1.2,147.442
178,178,vanilla wafers low fat,353,12.2,3.1,5.2,3.1,58.9,30,4,1.5,40.8,0.3,4.1,0.037,0.2,0.045,0.028,0.3,2.5,0.3,0.027,0,0,0.2,0.082,38.4,0.036,1.9,11.2,0.2,83.2,77.6,0.001,0.3,116.995
179,179,chocolate chip cookies mcdonalds,136,6.4,3.2,1.7,0.4,18.7,9.6,1.6,0.6,18.4,0.058,1.2,0.003,0.063,0.046,0.082,0.051,0.6,0.2,0.03,0,0,0.2,0,9.6,0.012,1.1,11.3,0.2,29.7,54.9,0,0.2,38.09
180,180,gingersnap cookies,29,0.7,0.2,0.4,0.062,5.4,1.4,0.4,0.2,0,0.012,0.4,0,0.026,0,0,0.007,0.2,0.016,0.09,0,0,0.07,0.063,5.4,0.021,0.4,3.4,0.1,5.8,24.2,0.079,0.06,12.5
181,181,biscotti abbracci mulino bianco,54,2.6,1.6,6.8,2.6,0.8,0.051,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
182,182,chocolate chip cookie,63,2.8,1.4,1,0.3,9.3,5.3,0.5,0.3,0,0.047,1.4,0.013,0,0.093,0.095,0,0.068,0.3,0.068,0.052,0,0,0.2,0.036,2.4,0.049,0.6,4.1,0.026,8.7,18.5,0.034,13.122
183,183,brownie,243,9.8,2.5,5.4,0.4,38.3,22,2.9,1.3,10.2,0.2,8.2,0.02,0.2,0.046,0.098,0.1,1,0.3,0.092,0,0,0.098,0.048,17.4,0,1.4,18.6,0.1,60.6,89.4,0.053,0.4,71.166
184,184,shortbread cookies,40,1.9,0.5,1.1,0.3,5.2,1.2,0.5,0.1,1.6,0.097,0.3,0.018,0.023,0.05,0.053,0.023,0.3,0.011,0.027,0,0.01,0.063,0.042,2.8,0.073,0.2,1.4,0.013,8.6,8,0.033,0.005,10.729
185,185,oatmeal cookies with raisins,65,2.4,0.5,1,0.8,10.3,0,1,0,5,0.022,1,0.096,0.015,0.069,0.037,0.088,0.2,0.053,0.006,0.078,0,0,0,15,0.031,0.4,6.3,0.1,24.2,35.9,0.016,0.1,29.198
186,186,peanut butter sandwich cookies,67,3,0.7,1.6,0.5,9.2,5,1.2,0.3,0,0.098,0.4,0.039,0.017,0.038,0.033,0.033,0.5,0.1,0.068,0.093,0,0.3,0.1,7.4,0.012,0.4,6.9,0.1,26.3,26.9,0.06,0.1,21.624
187,187,sugar cookies,72,3.2,0.8,1.8,0.4,10.2,5.7,0.8,0.1,7.7,0.007,0.7,0.039,0.035,0.028,0.019,0.03,0.4,0.042,0.052,0.091,0.097,0.073,0.058,3.2,0.034,0.3,1.8,0.073,12,9.5,0.052,0.024,17.981
188,188,chocolate covered graham crackers,68,3.2,1.8,1.1,0.1,9.3,5.8,0.8,0.4,0,0.067,0.4,0.016,0.017,0.019,0,0.097,0.3,0.004,0.095,0,0,0.062,0.071,8.1,0.019,0.5,8.1,0.1,18.8,29.3,0.033,0.1,22.313
189,189,raisin cookies,60,2,0.5,1.1,0.3,10.2,7.1,0.6,0.2,0.3,0.077,2,0.008,0.031,0.074,0,0.082,0.3,0.046,0.044,0.1,0,0.3,0.086,6.9,0.04,0.3,3.2,0.001,12.5,21,0.039,0.034,20.215
190,190,vanilla wafers,28,1.2,0.3,0.7,0.1,4.3,0,0.3,0.1,0,0.045,0.3,0,0.071,0.067,0,0.057,0.2,0.013,0.09,0,0,0,0,1.5,0.028,0.1,0.7,0.038,3.8,6.4,0.036,0.06,7.5
191,191,graham crackers,355,8.5,1.3,3.4,3.2,64.5,26.1,5.8,2.4,0,0.4,3.7,0,0.2,0.013,0,0.3,3.5,0.5,0.047,0,0,0.3,0.084,20.2,0.2,3.1,25.2,0.7,87.4,113.4,0.098,0.7,104.5
192,192,peanut butter cookies,95,4.8,0.9,2.2,1.4,11.8,0,1.8,0,6.2,0.1,1.2,0.066,0.044,0.092,0.023,0.06,0.7,0.025,0.079,0.032,0,0,0,7.8,0.075,0.4,7.8,0.1,23.2,46.2,0.062,0.2,26.738
193,193,vanilla sandwich cookie,72,3,0.4,1.3,1.1,10.8,5.9,0.7,0.2,0,0.044,0.3,0,0.096,0.036,0,0.08,0.4,0.036,0.085,0,0,0.2,0.085,4.1,0.053,0.3,2.1,0.08,11.3,13.7,0.064,0.051,19.1
194,194,sugar wafers with creme filling,51,2.3,1.2,0.8,0.3,7.1,4.3,0.4,0.2,0,0.06,0.2,0,0.016,0.069,0,0.031,0.2,0.03,0.051,0,0,0.3,0.059,2.7,0.019,0.4,1.6,0.052,7.3,11.8,0.085,0.074,13.1
195,195,cheese puffs,197,12.8,1.9,3.8,6.9,18.6,1.1,2.1,0.6,2.5,0.3,0.6,0.012,0.01,0.039,0.035,0.065,1.6,0.3,0.092,0,0,1.5,0.043,20,0.038,0.7,6.3,0.033,44.8,66.2,0.031,0.2,54.854
196,196,saltine crackers,13,0.3,0.097,0.098,0.1,2.2,0.063,0.3,0.022,0,0.067,0.1,0.037,0,0.075,0.097,0.033,0.094,0.2,0.017,0.062,0,0,0.071,0.059,0.6,0.025,0.2,0.8,0.088,3.3,4.8,0.039,3.081
197,197,trail mix,139,8.8,1.7,3.8,2.9,13.5,0,4.1,0,0,0.014,2.8,0,0.1,0.002,0,0.027,1.4,0.3,0.077,0.4,0,0,0,23.4,0.3,0.9,47.4,0.3,103.5,205.5,0,1,51.1
198,198,corn cones,144,7.6,6.4,0.5,0.2,17.8,0,1.6,0.3,0,0.3,0.6,0,0.097,0.079,0,0.032,0.4,0.011,0.095,0,0,0,0,0.8,0.052,0.7,3.1,0.013,12.5,22.9,0.05,0.032,28.8
199,199,chocolate pretzels,50,1.8,0.8,0.6,0.2,7.8,0,0.8,0,0,0.037,0.3,0,0.068,0.094,0,0.078,0.003,0.033,0.052,0.076,0,0,0,8.1,0.081,0.2,4.5,0.071,16,24.8,0,0.1,18.726
200,200,french toast sticks,73,3.8,0.9,2.1,0.6,8.9,2.1,1.3,0.3,0,0.001,7.3,0,0.079,0.041,0,0.075,0.6,0.027,0.085,0,0,0.2,0.04,11.4,0.036,0.4,4.1,0.029,18.8,24,0.066,0.1,26.1
201,201,crackers,82,4.2,0.9,1,2.1,9.8,1.3,1.1,0.4,0,0.1,0.5,0.2,0,0.081,0.079,0,0.052,0.7,0.067,0.087,0,0,0.5,0.036,19.2,0.011,0.6,2.9,0.076,39.7,18.9,0.053,15.764
202,202,sesame sticks,54,3.7,0.6,1.1,1.7,4.7,0.084,1.1,0.3,0,0.09,0.2,0,0.025,0.006,0,0.045,0.2,0.033,0.018,0,0,0.4,0.043,17,0.08,0.055,4.5,0.068,13.8,17.7,0.021,0.1,26.81
203,203,cheese crackers,34,1.6,0.4,0.4,0.7,4.2,0.3,0.8,0.2,0.2,0.065,0.2,0.05,0.056,0.039,0.095,0.028,0.03,0.4,0.065,0.009,0,0,0.2,0.026,9.5,0.032,0.3,1.8,0.075,14,10.9,0.031,7.053
204,204,oriental rice cracker mix,143,7.2,1.1,2.8,3,14.6,0.8,4.9,3.7,0,0.1,0.7,0,0.033,0.038,0,0.083,0.9,0.1,0.026,0.037,0,1.6,0.068,15.3,0.069,0.7,33.4,0.4,74.1,92.8,0.067,0.8,46.416
205,205,breadsticks,103,2.4,0.4,0.9,0.9,17.1,0.3,3,0.8,0,0.2,1.5,0,0.1,0.022,0,0.1,1.3,0.1,0.015,0,0,0.3,0.038,5.5,0.058,1.1,8,0.1,30.3,31,0.092,0.2,29.9
206,206,milk crackers,50,1.7,0.3,0.7,0.6,7.7,1.8,0.8,0.2,1.2,0.095,0.5,0.073,0.078,0.056,0.09,0.09,0.5,0.032,0.055,0.017,0,0.1,0.016,18.9,0.01,0.4,2.4,0.054,33.3,12.5,0.097,0.022,29.845
207,207,matzo crackers whole wheat,98,0.4,0.005,0.019,0.2,22.1,0,3.7,3.3,0,0.002,1.3,0,0.1,0.088,0,0.013,1.5,0.3,0.078,0,0,0,0,6.4,0.079,1.3,37.5,1,85.4,88.5,0.04,0.7,37.2
208,208,matzo crackers with egg,109,0.6,0.2,0.2,0.1,22,0,3.4,0.8,23.2,0.057,1.8,0.077,0.2,0.041,0.006,0.2,1.4,0.1,0.039,0.07,0,0,0,11.2,0.069,0.8,6.7,0.2,41.4,42,0.048,0.2,38.972
209,209,granola bites,23,0.9,0.5,0.2,0.1,3.3,1.5,0.4,0.3,0,0.067,0.4,0,0.044,0.013,0.02,0.03,0.023,0.1,0.041,0.086,0.044,0,0.1,0.015,2.1,0.074,0.024,3.5,0.017,10.8,14.3,0.016,5.042
210,210,crackers whole wheat,120,4,0.6,0.9,1.9,19.5,0.3,3,2.9,0,0.2,0.8,0,0.074,0.068,0,0.011,1.3,0.2,0.074,0,0,0.4,0.075,10.1,0.1,0.9,30.8,0.6,92.7,96.6,0.073,0.7,40.4
211,211,tropical trail mix,619,23.9,11.9,3.5,7.2,91.8,0,8.8,0,0,0.1,12.6,0,0.6,0.099,0,0.2,2.1,1.7,0.5,10.6,0,0,0,79.8,0.7,3.7,134.4,1.4,260.4,992.6,0,1.6,218.6
212,212,soft pretzels,389,3.6,0.8,1.2,1.1,79.8,0.3,9.4,2,3.5,0.9,17.3,0,0.5,0.079,0,0.3,4.9,0,0.002,0,0,0.6,0.071,26.5,0.1,4.5,24.2,0,90.9,101.2,0.03,1.1,125.8
213,213,corn tostada shell,58,2.9,0.9,0.9,1,7.9,0,0.8,0.7,0,0.084,0.4,0,0.08,0,0,0.027,0.2,0.085,0.031,0,0,0,0,9.3,0.042,0.2,9.3,0.031,25,29.2,0.028,0.2,21.8
214,214,matzo crackers,111,0.4,0.03,0.045,0.2,23.4,0.098,2.8,0.8,0,0,1.2,0,0.1,0.077,0,0.013,1.1,0.1,0.078,0,0,0.026,0.047,3.6,0.01,0.9,7,0.2,24.9,31.4,0.022,0.2,31.9
215,215,sesame crunch,9,0.6,0.096,0.2,0.3,0.9,0.6,0.2,0.1,0,0.027,0.073,0,0.061,0.051,0,0.015,0.025,0.049,0.013,0,0,0.002,0,11.5,0.096,0.019,4.5,0.055,7.4,5.5,0.033,0.013,13.351
216,216,trail mix with chocolate chips,707,46.6,8.9,19.8,16.5,65.6,0,20.7,0,5.8,0.2,9.6,0,0.6,0.01,0,0.3,6.4,1.4,0.4,1.9,0,0,0,159.1,1.2,4.9,235.1,1.6,565,946.1,0,4.6,298.8
217,217,cracker meal,440,2,0.3,0.2,0.8,93,0.4,10.7,3,0,0.078,8.7,0,0.8,0.2,0,0.5,6.6,0.5,0.017,0,0,0.5,0.053,26.5,0.3,5.3,27.6,1.1,119.6,132.3,0.086,0.8,140.5
218,218,puffed rice,153,0.2,0.037,0,0,34.1,0,2.4,0.6,0,0.053,1.1,0,1,0.093,0,0.7,13.4,0.1,0.055,0,0,0,0,2.3,0.02,12,9.5,0.6,37.2,42.9,0.094,0.4,51.6
219,219,filinchen gutena,19,0.2,0.056,3.6,0.031,0.5,0.028,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
220,220,melba toast crackers,117,1,0.1,0.2,0.4,23,0.3,3.6,1.9,0,0.2,1.5,0,0.1,0.055,0,0.071,1.2,0.2,0.087,0,0,0.1,0.029,27.9,0.046,1.1,17.7,0.3,58.8,60.6,0.042,0.6,58.5
221,221,matzo crackers with egg onion,109,1.1,0.3,0.3,0.3,21.6,0,2.8,1.4,12.6,0.052,2,0.062,0.2,0.069,0.018,0.1,1.4,0.2,0.036,0.026,0,0,0,10.1,0.013,1.2,8.4,0.2,24.9,23.2,0.066,0.2,38.316
